trial,mass,velocity
B,-2382.957143,-914.2952381
B,-2383.4,-914.4666667
A,-2383.842857,-914.6380952
B,-2384.285714,-914.8095238
A,-2384.728571,-914.9809524
A,-2385.171429,-915.152381
B,-2385.614286,-915.3238095
B,-2386.057143,-915.4952381
A,-2386.5,-915.6666667
B,-2386.942857,-915.8380952
A,-2387.385714,-916.0095238
A,-2387.828571,-916.1809524
B,-2388.271429,-916.352381
B,-2388.714286,-916.5238095
A,-2389.157143,-916.6952381
B,-2389.6,-916.8666667
A,-2390.042857,-917.0380952
A,-2390.485714,-917.2095238
A,-2390.928571,-917.3809524
B,-2391.371429,-917.552381
B,-2391.814286,-917.7238095
A,-2392.257143,-917.8952381
B,-2392.7,-918.0666667
A,-2393.142857,-918.2380952
A,-2393.585714,-918.4095238
B,-2394.028571,-918.5809524
B,-2394.471429,-918.752381
A,-2394.914286,-918.9238095
B,-2395.357143,-919.0952381
A,-2395.8,-919.2666667
A,-2396.242857,-919.4380952
B,-2396.685714,-919.6095238
B,-2397.128571,-919.7809524
A,-2397.571429,-919.952381
B,-2398.014286,-920.1238095
A,-2398.457143,-920.2952381
A,-2398.9,-920.4666667
B,-2399.342857,-920.6380952
B,-2399.785714,-920.8095238
A,-2400.228571,-920.9809524
B,-2400.671429,-921.152381
A,-2401.114286,-921.3238095
A,-2401.557143,-921.4952381
A,-2402,-921.6666667
B,-2402.442857,-921.8380952
B,-2402.885714,-922.0095238
A,-2403.328571,-922.1809524
B,-2403.771429,-922.352381
A,-2404.214286,-922.5238095
A,-2404.657143,-922.6952381
B,-2405.1,-922.8666667
B,-2405.542857,-923.0380952
A,-2405.985714,-923.2095238
B,-2406.428571,-923.3809524
A,-2406.871429,-923.552381
A,-2407.314286,-923.7238095
B,-2407.757143,-923.8952381
B,-2408.2,-924.0666667
A,-2408.642857,-924.2380952
B,-2409.085714,-924.4095238
A,-2409.528571,-924.5809524
A,-2409.971429,-924.752381
B,-2410.414286,-924.9238095
B,-2410.857143,-925.0952381
A,-2411.3,-925.2666667
B,-2411.742857,-925.4380952
A,-2412.185714,-925.6095238
A,-2412.628571,-925.7809524
A,-2413.071429,-925.952381
B,-2413.514286,-926.1238095
B,-2413.957143,-926.2952381
A,-2414.4,-926.4666667
B,-2414.842857,-926.6380952
A,-2415.285714,-926.8095238
A,-2415.728571,-926.9809524
B,-2416.171429,-927.152381
B,-2416.614286,-927.3238095
A,-2417.057143,-927.4952381
B,-2417.5,-927.6666667
A,-2417.942857,-927.8380952
A,-2418.385714,-928.0095238
B,-2418.828571,-928.1809524
B,-2419.271429,-928.352381
A,-2419.714286,-928.5238095
B,-2420.157143,-928.6952381
A,-2420.6,-928.8666667
A,-2421.042857,-929.0380952
B,-2421.485714,-929.2095238
B,-2421.928571,-929.3809524
A,-2422.371429,-929.552381
B,-2422.814286,-929.7238095
A,-2423.257143,-929.8952381
A,-2423.7,-930.0666667
A,-2424.142857,-930.2380952
B,-2424.585714,-930.4095238
B,-2425.028571,-930.5809524
A,-2425.471429,-930.752381
B,-2425.914286,-930.9238095
A,-2426.357143,-931.0952381
A,-2426.8,-931.2666667
B,-2427.242857,-931.4380952
B,-2427.685714,-931.6095238
A,-2428.128571,-931.7809524
B,-2428.571429,-931.952381
A,-2429.014286,-932.1238095
A,-2429.457143,-932.2952381
B,-2429.9,-932.4666667
B,-2430.342857,-932.6380952
A,-2430.785714,-932.8095238
B,-2431.228571,-932.9809524
A,-2431.671429,-933.152381
A,-2432.114286,-933.3238095
B,-2432.557143,-933.4952381
B,-2433,-933.6666667
A,-2433.442857,-933.8380952
B,-2433.885714,-934.0095238
A,-2434.328571,-934.1809524
A,-2434.771429,-934.352381
A,-2435.214286,-934.5238095
B,-2435.657143,-934.6952381
B,-2436.1,-934.8666667
A,-2436.542857,-935.0380952
B,-2436.985714,-935.2095238
A,-2437.428571,-935.3809524
A,-2437.871429,-935.552381
B,-2438.314286,-935.7238095
B,-2438.757143,-935.8952381
A,-2439.2,-936.0666667
B,-2439.642857,-936.2380952
A,-2440.085714,-936.4095238
A,-2440.528571,-936.5809524
B,-2440.971429,-936.752381
B,-2441.414286,-936.9238095
A,-2441.857143,-937.0952381
B,-2442.3,-937.2666667
A,-2442.742857,-937.4380952
A,-2443.185714,-937.6095238
B,-2443.628571,-937.7809524
B,-2444.071429,-937.952381
A,-2444.514286,-938.1238095
B,-2444.957143,-938.2952381
A,-2445.4,-938.4666667
A,-2445.842857,-938.6380952
A,-2446.285714,-938.8095238
B,-2446.728571,-938.9809524
B,-2447.171429,-939.152381
A,-2447.614286,-939.3238095
B,-2448.057143,-939.4952381
A,-2448.5,-939.6666667
A,-2448.942857,-939.8380952
B,-2449.385714,-940.0095238
B,-2449.828571,-940.1809524
A,-2450.271429,-940.352381
B,-2450.714286,-940.5238095
A,-2451.157143,-940.6952381
A,-2451.6,-940.8666667
B,-2452.042857,-941.0380952
B,-2452.485714,-941.2095238
A,-2452.928571,-941.3809524
B,-2453.371429,-941.552381
A,-2453.814286,-941.7238095
A,-2454.257143,-941.8952381
B,-2454.7,-942.0666667
B,-2455.142857,-942.2380952
A,-2455.585714,-942.4095238
B,-2456.028571,-942.5809524
A,-2456.471429,-942.752381
A,-2456.914286,-942.9238095
A,-2457.357143,-943.0952381
B,-2457.8,-943.2666667
B,-2458.242857,-943.4380952
A,-2458.685714,-943.6095238
B,-2459.128571,-943.7809524
A,-2459.571429,-943.952381
A,-2460.014286,-944.1238095
B,-2460.457143,-944.2952381
B,-2460.9,-944.4666667
A,-2461.342857,-944.6380952
B,-2461.785714,-944.8095238
A,-2462.228571,-944.9809524
A,-2462.671429,-945.152381
B,-2463.114286,-945.3238095
B,-2463.557143,-945.4952381
A,-2464,-945.6666667
B,-2464.442857,-945.8380952
A,-2464.885714,-946.0095238
A,-2465.328571,-946.1809524
B,-2465.771429,-946.352381
B,-2466.214286,-946.5238095
A,-2466.657143,-946.6952381
B,-2467.1,-946.8666667
A,-2467.542857,-947.0380952
A,-2467.985714,-947.2095238
A,-2468.428571,-947.3809524
B,-2468.871429,-947.552381
B,-2469.314286,-947.7238095
A,-2469.757143,-947.8952381
B,-2470.2,-948.0666667
A,-2470.642857,-948.2380952
A,-2471.085714,-948.4095238
B,-2471.528571,-948.5809524
B,-2471.971429,-948.752381
A,-2472.414286,-948.9238095
B,-2472.857143,-949.0952381
A,-2473.3,-949.2666667
A,-2473.742857,-949.4380952
B,-2474.185714,-949.6095238
B,-2474.628571,-949.7809524
A,-2475.071429,-949.952381
B,-2475.514286,-950.1238095
A,-2475.957143,-950.2952381
A,-2476.4,-950.4666667
B,-2476.842857,-950.6380952
B,-2477.285714,-950.8095238
A,-2477.728571,-950.9809524
B,-2478.171429,-951.152381
A,-2478.614286,-951.3238095
A,-2479.057143,-951.4952381
A,-2479.5,-951.6666667
B,-2479.942857,-951.8380952
B,-2480.385714,-952.0095238
A,-2480.828571,-952.1809524
B,-2481.271429,-952.352381
A,-2481.714286,-952.5238095
A,-2482.157143,-952.6952381
B,-2482.6,-952.8666667
B,-2483.042857,-953.0380952
A,-2483.485714,-953.2095238
B,-2483.928571,-953.3809524
A,-2484.371429,-953.552381
A,-2484.814286,-953.7238095
B,-2485.257143,-953.8952381
B,-2485.7,-954.0666667
A,-2486.142857,-954.2380952
B,-2486.585714,-954.4095238
A,-2487.028571,-954.5809524
A,-2487.471429,-954.752381
A,-2487.914286,-954.9238095
B,-2488.357143,-955.0952381
B,-2488.8,-955.2666667
A,-2489.242857,-955.4380952
B,-2489.685714,-955.6095238
A,-2490.128571,-955.7809524
A,-2490.571429,-955.952381
B,-2491.014286,-956.1238095
B,-2491.457143,-956.2952381
A,-2491.9,-956.4666667
B,-2492.342857,-956.6380952
A,-2492.785714,-956.8095238
A,-2493.228571,-956.9809524
B,-2493.671429,-957.152381
B,-2494.114286,-957.3238095
A,-2494.557143,-957.4952381
B,-2495,-957.6666667
A,-2495.442857,-957.8380952
A,-2495.885714,-958.0095238
B,-2496.328571,-958.1809524
B,-2496.771429,-958.352381
A,-2497.214286,-958.5238095
B,-2497.657143,-958.6952381
A,-2498.1,-958.8666667
A,-2498.542857,-959.0380952
A,-2498.985714,-959.2095238
B,-2499.428571,-959.3809524
B,-2499.871429,-959.552381
A,-2500.314286,-959.7238095
B,-2500.757143,-959.8952381
A,-2501.2,-960.0666667
A,-2501.642857,-960.2380952
B,-2502.085714,-960.4095238
B,-2502.528571,-960.5809524
A,-2502.971429,-960.752381
B,-2503.414286,-960.9238095
A,-2503.857143,-961.0952381
A,-2504.3,-961.2666667
B,-2504.742857,-961.4380952
B,-2505.185714,-961.6095238
A,-2505.628571,-961.7809524
B,-2506.071429,-961.952381
A,-2506.514286,-962.1238095
A,-2506.957143,-962.2952381
B,-2507.4,-962.4666667
B,-2507.842857,-962.6380952
A,-2508.285714,-962.8095238
B,-2508.728571,-962.9809524
A,-2509.171429,-963.152381
A,-2509.614286,-963.3238095
A,-2510.057143,-963.4952381
B,-2510.5,-963.6666667
B,-2510.942857,-963.8380952
A,-2511.385714,-964.0095238
B,-2511.828571,-964.1809524
A,-2512.271429,-964.352381
A,-2512.714286,-964.5238095
B,-2513.157143,-964.6952381
B,-2513.6,-964.8666667
A,-2514.042857,-965.0380952
B,-2514.485714,-965.2095238
A,-2514.928571,-965.3809524
A,-2515.371429,-965.552381
B,-2515.814286,-965.7238095
B,-2516.257143,-965.8952381
A,-2516.7,-966.0666667
B,-2517.142857,-966.2380952
A,-2517.585714,-966.4095238
A,-2518.028571,-966.5809524
B,-2518.471429,-966.752381
B,-2518.914286,-966.9238095
A,-2519.357143,-967.0952381
B,-2519.8,-967.2666667
A,-2520.242857,-967.4380952
A,-2520.685714,-967.6095238
A,-2521.128571,-967.7809524
B,-2521.571429,-967.952381
B,-2522.014286,-968.1238095
A,-2522.457143,-968.2952381
B,-2522.9,-968.4666667
A,-2523.342857,-968.6380952
A,-2523.785714,-968.8095238
B,-2524.228571,-968.9809524
B,-2524.671429,-969.152381
A,-2525.114286,-969.3238095
B,-2525.557143,-969.4952381
A,-2526,-969.6666667
A,-2526.442857,-969.8380952
B,-2526.885714,-970.0095238
B,-2527.328571,-970.1809524
A,-2527.771429,-970.352381
B,-2528.214286,-970.5238095
A,-2528.657143,-970.6952381
A,-2529.1,-970.8666667
B,-2529.542857,-971.0380952
B,-2529.985714,-971.2095238
A,-2530.428571,-971.3809524
B,-2530.871429,-971.552381
A,-2531.314286,-971.7238095
A,-2531.757143,-971.8952381
A,-2532.2,-972.0666667
B,-2532.642857,-972.2380952
B,-2533.085714,-972.4095238
A,-2533.528571,-972.5809524
B,-2533.971429,-972.752381
A,-2534.414286,-972.9238095
A,-2534.857143,-973.0952381
B,-2535.3,-973.2666667
B,-2535.742857,-973.4380952
A,-2536.185714,-973.6095238
B,-2536.628571,-973.7809524
A,-2537.071429,-973.952381
A,-2537.514286,-974.1238095
B,-2537.957143,-974.2952381
B,-2538.4,-974.4666667
A,-2538.842857,-974.6380952
B,-2539.285714,-974.8095238
A,-2539.728571,-974.9809524
A,-2540.171429,-975.152381
B,-2540.614286,-975.3238095
B,-2541.057143,-975.4952381
A,-2541.5,-975.6666667
B,-2541.942857,-975.8380952
A,-2542.385714,-976.0095238
A,-2542.828571,-976.1809524
A,-2543.271429,-976.352381
B,-2543.714286,-976.5238095
B,-2544.157143,-976.6952381
A,-2544.6,-976.8666667
B,-2545.042857,-977.0380952
A,-2545.485714,-977.2095238
A,-2545.928571,-977.3809524
B,-2546.371429,-977.552381
B,-2546.814286,-977.7238095
A,-2547.257143,-977.8952381
B,-2547.7,-978.0666667
A,-2548.142857,-978.2380952
A,-2548.585714,-978.4095238
B,-2549.028571,-978.5809524
B,-2549.471429,-978.752381
A,-2549.914286,-978.9238095
B,-2550.357143,-979.0952381
A,-2550.8,-979.2666667
A,-2551.242857,-979.4380952
B,-2551.685714,-979.6095238
B,-2552.128571,-979.7809524
A,-2552.571429,-979.952381
B,-2553.014286,-980.1238095
A,-2553.457143,-980.2952381
A,-2553.9,-980.4666667
A,-2554.342857,-980.6380952
B,-2554.785714,-980.8095238
B,-2555.228571,-980.9809524
A,-2555.671429,-981.152381
B,-2556.114286,-981.3238095
A,-2556.557143,-981.4952381
A,-2557,-981.6666667
B,-2557.442857,-981.8380952
B,-2557.885714,-982.0095238
A,-2558.328571,-982.1809524
B,-2558.771429,-982.352381
A,-2559.214286,-982.5238095
A,-2559.657143,-982.6952381
B,-2560.1,-982.8666667
B,-2560.542857,-983.0380952
A,-2560.985714,-983.2095238
B,-2561.428571,-983.3809524
A,-2561.871429,-983.552381
A,-2562.314286,-983.7238095
B,-2562.757143,-983.8952381
B,-2563.2,-984.0666667
A,-2563.642857,-984.2380952
B,-2564.085714,-984.4095238
A,-2564.528571,-984.5809524
A,-2564.971429,-984.752381
A,-2565.414286,-984.9238095
B,-2565.857143,-985.0952381
B,-2566.3,-985.2666667
A,-2566.742857,-985.4380952
B,-2567.185714,-985.6095238
A,-2567.628571,-985.7809524
A,-2568.071429,-985.952381
B,-2568.514286,-986.1238095
B,-2568.957143,-986.2952381
A,-2569.4,-986.4666667
B,-2569.842857,-986.6380952
A,-2570.285714,-986.8095238
A,-2570.728571,-986.9809524
B,-2571.171429,-987.152381
B,-2571.614286,-987.3238095
A,-2572.057143,-987.4952381
B,-2572.5,-987.6666667
A,-2572.942857,-987.8380952
A,-2573.385714,-988.0095238
B,-2573.828571,-988.1809524
B,-2574.271429,-988.352381
A,-2574.714286,-988.5238095
B,-2575.157143,-988.6952381
A,-2575.6,-988.8666667
A,-2576.042857,-989.0380952
A,-2576.485714,-989.2095238
B,-2576.928571,-989.3809524
B,-2577.371429,-989.552381
A,-2577.814286,-989.7238095
B,-2578.257143,-989.8952381
A,-2578.7,-990.0666667
A,-2579.142857,-990.2380952
B,-2579.585714,-990.4095238
B,-2580.028571,-990.5809524
A,-2580.471429,-990.752381
B,-2580.914286,-990.9238095
A,-2581.357143,-991.0952381
A,-2581.8,-991.2666667
B,-2582.242857,-991.4380952
B,-2582.685714,-991.6095238
A,-2583.128571,-991.7809524
B,-2583.571429,-991.952381
A,-2584.014286,-992.1238095
A,-2584.457143,-992.2952381
B,-2584.9,-992.4666667
B,-2585.342857,-992.6380952
A,-2585.785714,-992.8095238
B,-2586.228571,-992.9809524
A,-2586.671429,-993.152381
A,-2587.114286,-993.3238095
A,-2587.557143,-993.4952381
B,-2588,-993.6666667
B,-2588.442857,-993.8380952
A,-2588.885714,-994.0095238
B,-2589.328571,-994.1809524
A,-2589.771429,-994.352381
A,-2590.214286,-994.5238095
B,-2590.657143,-994.6952381
B,-2591.1,-994.8666667
A,-2591.542857,-995.0380952
B,-2591.985714,-995.2095238
A,-2592.428571,-995.3809524
A,-2592.871429,-995.552381
B,-2593.314286,-995.7238095
B,-2593.757143,-995.8952381
A,-2594.2,-996.0666667
B,-2594.642857,-996.2380952
A,-2595.085714,-996.4095238
A,-2595.528571,-996.5809524
B,-2595.971429,-996.752381
B,-2596.414286,-996.9238095
A,-2596.857143,-997.0952381
B,-2597.3,-997.2666667
A,-2597.742857,-997.4380952
A,-2598.185714,-997.6095238
A,-2598.628571,-997.7809524
B,-2599.071429,-997.952381
B,-2599.514286,-998.1238095
A,-2599.957143,-998.2952381
B,-2600.4,-998.4666667
A,-2600.842857,-998.6380952
A,-2601.285714,-998.8095238
B,-2601.728571,-998.9809524
B,-2602.171429,-999.152381
A,-2602.614286,-999.3238095
B,-2603.057143,-999.4952381
A,-2603.5,-999.6666667
A,-2603.942857,-999.8380952
B,-2604.385714,-1000.009524
B,-2604.828571,-1000.180952
A,-2605.271429,-1000.352381
B,-2605.714286,-1000.52381
A,-2606.157143,-1000.695238
A,-2606.6,-1000.866667
B,-2607.042857,-1001.038095
B,-2607.485714,-1001.209524
A,-2607.928571,-1001.380952
B,-2608.371429,-1001.552381
A,-2608.814286,-1001.72381
A,-2609.257143,-1001.895238
A,-2609.7,-1002.066667
B,-2610.142857,-1002.238095
B,-2610.585714,-1002.409524
A,-2611.028571,-1002.580952
B,-2611.471429,-1002.752381
A,-2611.914286,-1002.92381
A,-2612.357143,-1003.095238
B,-2612.8,-1003.266667
B,-2613.242857,-1003.438095
A,-2613.685714,-1003.609524
B,-2614.128571,-1003.780952
A,-2614.571429,-1003.952381
A,-2615.014286,-1004.12381
B,-2615.457143,-1004.295238
B,-2615.9,-1004.466667
A,-2616.342857,-1004.638095
B,-2616.785714,-1004.809524
A,-2617.228571,-1004.980952
A,-2617.671429,-1005.152381
B,-2618.114286,-1005.32381
B,-2618.557143,-1005.495238
A,-2619,-1005.666667
B,-2619.442857,-1005.838095
A,-2619.885714,-1006.009524
A,-2620.328571,-1006.180952
A,-2620.771429,-1006.352381
B,-2621.214286,-1006.52381
B,-2621.657143,-1006.695238
A,-2622.1,-1006.866667
B,-2622.542857,-1007.038095
A,-2622.985714,-1007.209524
A,-2623.428571,-1007.380952
B,-2623.871429,-1007.552381
B,-2624.314286,-1007.72381
A,-2624.757143,-1007.895238
B,-2625.2,-1008.066667
A,-2625.642857,-1008.238095
A,-2626.085714,-1008.409524
B,-2626.528571,-1008.580952
B,-2626.971429,-1008.752381
A,-2627.414286,-1008.92381
B,-2627.857143,-1009.095238
A,-2628.3,-1009.266667
A,-2628.742857,-1009.438095
B,-2629.185714,-1009.609524
B,-2629.628571,-1009.780952
A,-2630.071429,-1009.952381
B,-2630.514286,-1010.12381
A,-2630.957143,-1010.295238
A,-2631.4,-1010.466667
A,-2631.842857,-1010.638095
B,-2632.285714,-1010.809524
B,-2632.728571,-1010.980952
A,-2633.171429,-1011.152381
B,-2633.614286,-1011.32381
A,-2634.057143,-1011.495238
A,-2634.5,-1011.666667
B,-2634.942857,-1011.838095
B,-2635.385714,-1012.009524
A,-2635.828571,-1012.180952
B,-2636.271429,-1012.352381
A,-2636.714286,-1012.52381
A,-2637.157143,-1012.695238
B,-2637.6,-1012.866667
B,-2638.042857,-1013.038095
A,-2638.485714,-1013.209524
B,-2638.928571,-1013.380952
A,-2639.371429,-1013.552381
A,-2639.814286,-1013.72381
B,-2640.257143,-1013.895238
B,-2640.7,-1014.066667
A,-2641.142857,-1014.238095
B,-2641.585714,-1014.409524
A,-2642.028571,-1014.580952
A,-2642.471429,-1014.752381
A,-2642.914286,-1014.92381
B,-2643.357143,-1015.095238
B,-2643.8,-1015.266667
A,-2644.242857,-1015.438095
B,-2644.685714,-1015.609524
A,-2645.128571,-1015.780952
A,-2645.571429,-1015.952381
B,-2646.014286,-1016.12381
B,-2646.457143,-1016.295238
A,-2646.9,-1016.466667
B,-2647.342857,-1016.638095
A,-2647.785714,-1016.809524
A,-2648.228571,-1016.980952
B,-2648.671429,-1017.152381
B,-2649.114286,-1017.32381
A,-2649.557143,-1017.495238
B,-2650,-1017.666667
A,-2650.442857,-1017.838095
A,-2650.885714,-1018.009524
B,-2651.328571,-1018.180952
B,-2651.771429,-1018.352381
A,-2652.214286,-1018.52381
B,-2652.657143,-1018.695238
A,-2653.1,-1018.866667
A,-2653.542857,-1019.038095
A,-2653.985714,-1019.209524
B,-2654.428571,-1019.380952
B,-2654.871429,-1019.552381
A,-2655.314286,-1019.72381
B,-2655.757143,-1019.895238
A,-2656.2,-1020.066667
A,-2656.642857,-1020.238095
B,-2657.085714,-1020.409524
B,-2657.528571,-1020.580952
A,-2657.971429,-1020.752381
B,-2658.414286,-1020.92381
A,-2658.857143,-1021.095238
A,-2659.3,-1021.266667
B,-2659.742857,-1021.438095
B,-2660.185714,-1021.609524
A,-2660.628571,-1021.780952
B,-2661.071429,-1021.952381
A,-2661.514286,-1022.12381
A,-2661.957143,-1022.295238
B,-2662.4,-1022.466667
B,-2662.842857,-1022.638095
A,-2663.285714,-1022.809524
B,-2663.728571,-1022.980952
A,-2664.171429,-1023.152381
A,-2664.614286,-1023.32381
A,-2665.057143,-1023.495238
B,-2665.5,-1023.666667
B,-2665.942857,-1023.838095
A,-2666.385714,-1024.009524
B,-2666.828571,-1024.180952
A,-2667.271429,-1024.352381
A,-2667.714286,-1024.52381
B,-2668.157143,-1024.695238
B,-2668.6,-1024.866667
A,-2669.042857,-1025.038095
B,-2669.485714,-1025.209524
A,-2669.928571,-1025.380952
A,-2670.371429,-1025.552381
B,-2670.814286,-1025.72381
B,-2671.257143,-1025.895238
A,-2671.7,-1026.066667
B,-2672.142857,-1026.238095
A,-2672.585714,-1026.409524
A,-2673.028571,-1026.580952
B,-2673.471429,-1026.752381
B,-2673.914286,-1026.92381
A,-2674.357143,-1027.095238
B,-2674.8,-1027.266667
A,-2675.242857,-1027.438095
A,-2675.685714,-1027.609524
A,-2676.128571,-1027.780952
B,-2676.571429,-1027.952381
B,-2677.014286,-1028.12381
A,-2677.457143,-1028.295238
B,-2677.9,-1028.466667
A,-2678.342857,-1028.638095
A,-2678.785714,-1028.809524
B,-2679.228571,-1028.980952
B,-2679.671429,-1029.152381
A,-2680.114286,-1029.32381
B,-2680.557143,-1029.495238
A,-2681,-1029.666667
A,-2681.442857,-1029.838095
B,-2681.885714,-1030.009524
B,-2682.328571,-1030.180952
A,-2682.771429,-1030.352381
B,-2683.214286,-1030.52381
A,-2683.657143,-1030.695238
A,-2684.1,-1030.866667
B,-2684.542857,-1031.038095
B,-2684.985714,-1031.209524
A,-2685.428571,-1031.380952
B,-2685.871429,-1031.552381
A,-2686.314286,-1031.72381
A,-2686.757143,-1031.895238
A,-2687.2,-1032.066667
B,-2687.642857,-1032.238095
B,-2688.085714,-1032.409524
A,-2688.528571,-1032.580952
B,-2688.971429,-1032.752381
A,-2689.414286,-1032.92381
A,-2689.857143,-1033.095238
B,-2690.3,-1033.266667
B,-2690.742857,-1033.438095
A,-2691.185714,-1033.609524
B,-2691.628571,-1033.780952
A,-2692.071429,-1033.952381
A,-2692.514286,-1034.12381
B,-2692.957143,-1034.295238
B,-2693.4,-1034.466667
A,-2693.842857,-1034.638095
B,-2694.285714,-1034.809524
A,-2694.728571,-1034.980952
A,-2695.171429,-1035.152381
B,-2695.614286,-1035.32381
B,-2696.057143,-1035.495238
A,-2696.5,-1035.666667
B,-2696.942857,-1035.838095
A,-2697.385714,-1036.009524
A,-2697.828571,-1036.180952
A,-2698.271429,-1036.352381
B,-2698.714286,-1036.52381
B,-2699.157143,-1036.695238
A,-2699.6,-1036.866667
B,-2700.042857,-1037.038095
A,-2700.485714,-1037.209524
A,-2700.928571,-1037.380952
B,-2701.371429,-1037.552381
B,-2701.814286,-1037.72381
A,-2702.257143,-1037.895238
B,-2702.7,-1038.066667
A,-2703.142857,-1038.238095
A,-2703.585714,-1038.409524
B,-2704.028571,-1038.580952
B,-2704.471429,-1038.752381
A,-2704.914286,-1038.92381
B,-2705.357143,-1039.095238
A,-2705.8,-1039.266667
A,-2706.242857,-1039.438095
B,-2706.685714,-1039.609524
B,-2707.128571,-1039.780952
A,-2707.571429,-1039.952381
B,-2708.014286,-1040.12381
A,-2708.457143,-1040.295238
A,-2708.9,-1040.466667
A,-2709.342857,-1040.638095
B,-2709.785714,-1040.809524
B,-2710.228571,-1040.980952
A,-2710.671429,-1041.152381
B,-2711.114286,-1041.32381
A,-2711.557143,-1041.495238
A,-2712,-1041.666667
B,-2712.442857,-1041.838095
B,-2712.885714,-1042.009524
A,-2713.328571,-1042.180952
B,-2713.771429,-1042.352381
A,-2714.214286,-1042.52381
A,-2714.657143,-1042.695238
B,-2715.1,-1042.866667
B,-2715.542857,-1043.038095
A,-2715.985714,-1043.209524
B,-2716.428571,-1043.380952
A,-2716.871429,-1043.552381
A,-2717.314286,-1043.72381
B,-2717.757143,-1043.895238
B,-2718.2,-1044.066667
A,-2718.642857,-1044.238095
B,-2719.085714,-1044.409524
A,-2719.528571,-1044.580952
A,-2719.971429,-1044.752381
A,-2720.414286,-1044.92381
B,-2720.857143,-1045.095238
B,-2721.3,-1045.266667
A,-2721.742857,-1045.438095
B,-2722.185714,-1045.609524
A,-2722.628571,-1045.780952
A,-2723.071429,-1045.952381
B,-2723.514286,-1046.12381
B,-2723.957143,-1046.295238
A,-2724.4,-1046.466667
B,-2724.842857,-1046.638095
A,-2725.285714,-1046.809524
A,-2725.728571,-1046.980952
B,-2726.171429,-1047.152381
B,-2726.614286,-1047.32381
A,-2727.057143,-1047.495238
B,-2727.5,-1047.666667
A,-2727.942857,-1047.838095
A,-2728.385714,-1048.009524
B,-2728.828571,-1048.180952
B,-2729.271429,-1048.352381
A,-2729.714286,-1048.52381
B,-2730.157143,-1048.695238
A,-2730.6,-1048.866667
A,-2731.042857,-1049.038095
A,-2731.485714,-1049.209524
B,-2731.928571,-1049.380952
B,-2732.371429,-1049.552381
A,-2732.814286,-1049.72381
B,-2733.257143,-1049.895238
A,-2733.7,-1050.066667
A,-2734.142857,-1050.238095
B,-2734.585714,-1050.409524
B,-2735.028571,-1050.580952
A,-2735.471429,-1050.752381
B,-2735.914286,-1050.92381
A,-2736.357143,-1051.095238
A,-2736.8,-1051.266667
B,-2737.242857,-1051.438095
B,-2737.685714,-1051.609524
A,-2738.128571,-1051.780952
B,-2738.571429,-1051.952381
A,-2739.014286,-1052.12381
A,-2739.457143,-1052.295238
B,-2739.9,-1052.466667
B,-2740.342857,-1052.638095
A,-2740.785714,-1052.809524
B,-2741.228571,-1052.980952
A,-2741.671429,-1053.152381
A,-2742.114286,-1053.32381
A,-2742.557143,-1053.495238
B,-2743,-1053.666667
B,-2743.442857,-1053.838095
A,-2743.885714,-1054.009524
B,-2744.328571,-1054.180952
A,-2744.771429,-1054.352381
A,-2745.214286,-1054.52381
B,-2745.657143,-1054.695238
B,-2746.1,-1054.866667
A,-2746.542857,-1055.038095
B,-2746.985714,-1055.209524
A,-2747.428571,-1055.380952
A,-2747.871429,-1055.552381
B,-2748.314286,-1055.72381
B,-2748.757143,-1055.895238
A,-2749.2,-1056.066667
B,-2749.642857,-1056.238095
A,-2750.085714,-1056.409524
A,-2750.528571,-1056.580952
B,-2750.971429,-1056.752381
B,-2751.414286,-1056.92381
A,-2751.857143,-1057.095238
B,-2752.3,-1057.266667
A,-2752.742857,-1057.438095
A,-2753.185714,-1057.609524
A,-2753.628571,-1057.780952
B,-2754.071429,-1057.952381
B,-2754.514286,-1058.12381
A,-2754.957143,-1058.295238
B,-2755.4,-1058.466667
A,-2755.842857,-1058.638095
A,-2756.285714,-1058.809524
B,-2756.728571,-1058.980952
B,-2757.171429,-1059.152381
A,-2757.614286,-1059.32381
B,-2758.057143,-1059.495238
A,-2758.5,-1059.666667
A,-2758.942857,-1059.838095
B,-2759.385714,-1060.009524
B,-2759.828571,-1060.180952
A,-2760.271429,-1060.352381
B,-2760.714286,-1060.52381
A,-2761.157143,-1060.695238
A,-2761.6,-1060.866667
B,-2762.042857,-1061.038095
B,-2762.485714,-1061.209524
A,-2762.928571,-1061.380952
B,-2763.371429,-1061.552381
A,-2763.814286,-1061.72381
A,-2764.257143,-1061.895238
A,-2764.7,-1062.066667
B,-2765.142857,-1062.238095
B,-2765.585714,-1062.409524
A,-2766.028571,-1062.580952
B,-2766.471429,-1062.752381
A,-2766.914286,-1062.92381
A,-2767.357143,-1063.095238
B,-2767.8,-1063.266667
B,-2768.242857,-1063.438095
A,-2768.685714,-1063.609524
B,-2769.128571,-1063.780952
A,-2769.571429,-1063.952381
A,-2770.014286,-1064.12381
B,-2770.457143,-1064.295238
B,-2770.9,-1064.466667
A,-2771.342857,-1064.638095
B,-2771.785714,-1064.809524
A,-2772.228571,-1064.980952
A,-2772.671429,-1065.152381
B,-2773.114286,-1065.32381
B,-2773.557143,-1065.495238
A,-2774,-1065.666667
B,-2774.442857,-1065.838095
A,-2774.885714,-1066.009524
A,-2775.328571,-1066.180952
A,-2775.771429,-1066.352381
